,Date,SecurityId,CompanyId,Ticker,IsoCountryCode,Close
945,2024-02-02,XOM,25079,XOM UN Equity,US,101.97
946,2024-02-01,BRK.B,44925,BRK/B UN Equity,US,386.44
947,2024-02-01,CMB,37965,JPM UN Equity,US,173.73
948,2024-02-01,MSFT,52712,MSFT UW Equity,US,403.78
949,2024-02-01,NVDA,53501,NVDA UW Equity,US,630.27
950,2024-02-01,XOM,25079,XOM UN Equity,US,102.39
951,2024-01-31,BRK.B,44925,BRK/B UN Equity,US,383.74
952,2024-01-31,CMB,37965,JPM UN Equity,US,174.36
953,2024-01-31,MSFT,52712,MSFT UW Equity,US,397.58
954,2024-01-31,NVDA,53501,NVDA UW Equity,US,615.27
955,2024-01-31,XOM,25079,XOM UN Equity,US,102.81
956,2024-01-30,BRK.B,44925,BRK/B UN Equity,US,387.15
957,2024-01-30,CMB,37965,JPM UN Equity,US,176.27
958,2024-01-30,MSFT,52712,MSFT UW Equity,US,408.59
959,2024-01-30,NVDA,53501,NVDA UW Equity,US,627.74
960,2024-01-30,XOM,25079,XOM UN Equity,US,104.85
961,2024-01-29,BRK.B,44925,BRK/B UN Equity,US,383.18
